;;;;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht
Kategorie;Kategorie;Kategorie;Kategorie;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
Jahr;Fahrzeug;Ortslage;Schwere der Verletzung;unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 21 Jahre;21 bis unter 25 Jahre;25 bis unter 35 Jahre;35 bis unter 45 Jahre;45 bis unter 55 Jahre;55 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;Alter unbekannt;Insgesamt;unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 21 Jahre;21 bis unter 25 Jahre;25 bis unter 35 Jahre;35 bis unter 45 Jahre;45 bis unter 55 Jahre;55 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;Alter unbekannt;Insgesamt;unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 21 Jahre;21 bis unter 25 Jahre;25 bis unter 35 Jahre;35 bis unter 45 Jahre;45 bis unter 55 Jahre;55 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;Alter unbekannt;Insgesamt;unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 21 Jahre;21 bis unter 25 Jahre;25 bis unter 35 Jahre;35 bis unter 45 Jahre;45 bis unter 55 Jahre;55 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;Alter unbekannt;Insgesamt
2015;Kraftrad mit Versicherungskennzeichen;außerorts (ohne Autobahnen);Getötete;-;3;1;-;2;2;2;6;1;9;-;26;-;2;-;-;-;-;1;1;-;1;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;5;1;-;2;2;3;7;1;10;-;31
2015;Kraftrad mit Versicherungskennzeichen;außerorts (ohne Autobahnen);Schwerverletzte;4;167;44;25;42;58;118;62;37;27;1;585;2;51;14;8;6;9;28;16;5;2;-;141;-;-;-;-;-;-;-;-;-;-;-;-;6;218;58;33;48;67;146;78;42;29;1;726
2015;Kraftrad mit Versicherungskennzeichen;außerorts (ohne Autobahnen);Leichtverletzte;11;397;108;68;143;122;156;119;59;29;6;1218;14;234;45;39;36;23;45;33;12;7;1;489;-;-;-;-;-;-;-;-;-;-;1;1;25;631;153;107;179;145;201;152;71;36;8;1708
2015;Kraftrad mit Versicherungskennzeichen;außerorts (ohne Autobahnen);Insgesamt;15;567;153;93;187;182;276;187;97;65;7;1829;16;287;59;47;42;32;74;50;17;10;1;635;-;-;-;-;-;-;-;-;-;-;1;1;31;854;212;140;229;214;350;237;114;75;9;2465
2015;Kraftrad mit Versicherungskennzeichen;auf Autobahnen;Getötete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Kraftrad mit Versicherungskennzeichen;auf Autobahnen;Schwerverletzte;-;-;-;-;1;-;1;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;3
2015;Kraftrad mit Versicherungskennzeichen;auf Autobahnen;Leichtverletzte;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
2015;Kraftrad mit Versicherungskennzeichen;auf Autobahnen;Insgesamt;-;-;-;-;1;-;2;-;-;1;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;4
2015;Kraftrad mit Versicherungskennzeichen;Insgesamt;Getötete;-;5;2;1;3;3;9;14;4;15;-;56;-;2;-;-;-;1;1;1;-;1;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;7;2;1;3;4;10;15;4;16;-;62
2015;Kraftrad mit Versicherungskennzeichen;Insgesamt;Schwerverletzte;18;454;149;132;235;262;485;365;204;128;2;2434;9;158;46;50;51;61;114;77;27;29;1;623;-;-;-;-;-;-;-;-;-;-;1;1;27;612;195;182;286;323;599;442;231;157;4;3058
2015;Kraftrad mit Versicherungskennzeichen;Insgesamt;Leichtverletzte;66;2026;799;638;1229;1026;1332;939;474;291;47;8867;64;1021;419;374;499;369;503;214;92;50;9;3614;-;1;-;-;-;-;-;-;-;-;10;11;130;3048;1218;1012;1728;1395;1835;1153;566;341;66;12492
2015;Kraftrad mit Versicherungskennzeichen;Insgesamt;Insgesamt;84;2485;950;771;1467;1291;1826;1318;682;434;49;11357;73;1181;465;424;550;431;618;292;119;80;10;4243;-;1;-;-;-;-;-;-;-;-;11;12;157;3667;1415;1195;2017;1722;2444;1610;801;514;70;15612
2015;Kraftrad mit amtlichem Kennzeichen;innerorts;Getötete;-;4;8;12;45;10;25;17;5;3;-;129;-;-;1;1;1;1;3;2;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;4;9;13;46;11;28;19;5;3;-;138
2015;Kraftrad mit amtlichem Kennzeichen;innerorts;Schwerverletzte;6;459;255;287;601;442;864;655;217;71;7;3864;3;91;36;33;81;45;138;69;14;2;1;513;-;-;-;-;-;-;-;-;-;-;-;-;9;550;291;320;682;487;1002;724;231;73;8;4377
2015;Kraftrad mit amtlichem Kennzeichen;innerorts;Leichtverletzte;40;1830;812;826;1538;1288;2286;1721;540;176;13;11070;37;394;158;136;284;227;383;193;28;6;1;1847;-;-;-;-;-;-;-;-;-;-;5;5;77;2224;970;962;1822;1515;2669;1914;568;182;19;12922
2015;Kraftrad mit amtlichem Kennzeichen;innerorts;Insgesamt;46;2293;1075;1125;2184;1740;3175;2393;762;250;20;15063;40;485;195;170;366;273;524;264;42;8;2;2369;-;-;-;-;-;-;-;-;-;-;5;5;86;2778;1270;1295;2550;2013;3699;2657;804;258;27;17437
2015;Kraftrad mit amtlichem Kennzeichen;außerorts (ohne Autobahnen);Getötete;-;18;27;56;84;77;82;68;24;10;-;446;-;3;1;5;3;4;9;2;1;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;21;28;61;87;81;91;70;25;10;-;474
2015;Kraftrad mit amtlichem Kennzeichen;außerorts (ohne Autobahnen);Schwerverletzte;9;534;288;446;799;541;1017;675;196;63;6;4574;14;104;37;51;98;81;176;55;11;5;2;634;-;-;-;-;-;-;-;-;-;-;-;-;23;638;325;497;897;622;1193;730;207;68;8;5208
2015;Kraftrad mit amtlichem Kennzeichen;außerorts (ohne Autobahnen);Leichtverletzte;23;917;446;517;880;530;1091;714;198;55;7;5378;14;187;90;86;131;131;225;87;16;2;2;971;-;-;-;-;-;-;-;-;-;-;1;1;37;1104;536;603;1011;661;1316;801;214;57;10;6350
2015;Kraftrad mit amtlichem Kennzeichen;außerorts (ohne Autobahnen);Insgesamt;32;1469;761;1019;1763;1148;2190;1457;418;128;13;10398;28;294;128;142;232;216;410;144;28;7;4;1633;-;-;-;-;-;-;-;-;-;-;1;1;60;1763;889;1161;1995;1364;2600;1601;446;135;18;12032
2015;Kraftrad mit amtlichem Kennzeichen;auf Autobahnen;Getötete;-;1;2;3;2;-;8;5;4;2;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;2;-;8;5;4;2;-;27
2015;Kraftrad mit amtlichem Kennzeichen;auf Autobahnen;Schwerverletzte;-;19;19;38;66;55;84;57;18;3;-;359;2;3;3;5;8;4;13;4;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;2;22;22;43;74;59;97;61;18;3;-;401
2015;Kraftrad mit amtlichem Kennzeichen;auf Autobahnen;Leichtverletzte;2;37;33;46;89;59;108;69;13;3;1;460;2;14;17;4;10;6;16;6;2;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;4;51;50;50;99;65;124;75;15;3;1;537
2015;Kraftrad mit amtlichem Kennzeichen;auf Autobahnen;Insgesamt;2;57;54;87;157;114;200;131;35;8;1;846;4;17;20;9;18;10;29;10;2;-;-;119;-;-;-;-;-;-;-;-;-;-;-;-;6;74;74;96;175;124;229;141;37;8;1;965
2015;Kraftrad mit amtlichem Kennzeichen;Insgesamt;Getötete;-;23;37;71;131;87;115;90;33;15;-;602;-;3;2;6;4;5;12;4;1;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;26;39;77;135;92;127;94;34;15;-;639
2015;Kraftrad mit amtlichem Kennzeichen;Insgesamt;Schwerverletzte;15;1012;562;771;1466;1038;1965;1387;431;137;13;8797;19;198;76;89;187;130;327;128;25;7;3;1189;-;-;-;-;-;-;-;-;-;-;-;-;34;1210;638;860;1653;1168;2292;1515;456;144;16;9986
2015;Kraftrad mit amtlichem Kennzeichen;Insgesamt;Leichtverletzte;65;2784;1291;1389;2507;1877;3485;2504;751;234;21;16908;53;595;265;226;425;364;624;286;46;8;3;2895;-;-;-;-;-;-;-;-;-;-;6;6;118;3379;1556;1615;2932;2241;4109;2790;797;242;30;19809
2015;Kraftrad mit amtlichem Kennzeichen;Insgesamt;Insgesamt;80;3819;1890;2231;4104;3002;5565;3981;1215;386;34;26307;72;796;343;321;616;499;963;418;72;15;6;4121;-;-;-;-;-;-;-;-;-;-;6;6;152;4615;2233;2552;4720;3501;6528;4399;1287;401;46;30434
2015;Elektrokleinstfahrzeuge;innerorts;Getötete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;innerorts;Schwerverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;innerorts;Leichtverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;innerorts;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;außerorts (ohne Autobahnen);Getötete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;außerorts (ohne Autobahnen);Schwerverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;außerorts (ohne Autobahnen);Leichtverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;außerorts (ohne Autobahnen);Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;auf Autobahnen;Getötete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;auf Autobahnen;Schwerverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;auf Autobahnen;Leichtverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;auf Autobahnen;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;Insgesamt;Getötete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;Insgesamt;Schwerverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;Insgesamt;Leichtverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Elektrokleinstfahrzeuge;Insgesamt;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Personenkraftwagen;innerorts;Getötete;2;3;8;13;22;5;16;13;19;42;-;143;1;4;2;4;4;1;6;8;8;36;-;74;-;-;-;-;-;-;-;-;-;-;-;-;3;7;10;17;26;6;22;21;27;78;-;217
2015;Personenkraftwagen;innerorts;Schwerverletzte;206;109;450;480;770;535;579;513;331;510;3;4486;169;112;347;416;702;547;676;552;344;458;2;4325;-;-;-;-;-;-;-;-;-;-;1;1;375;221;797;896;1472;1082;1255;1065;675;968;6;8812
2015;Personenkraftwagen;innerorts;Leichtverletzte;2397;717;3955;4835;9368;7092;7580;4596;2369;2145;42;45096;2739;1311;4664;5770;11910;9306;10434;6297;3050;2431;24;57936;2;-;-;-;3;-;1;-;-;-;17;23;5138;2028;8619;10605;21281;16398;18015;10893;5419;4576;83;103055
2015;Personenkraftwagen;innerorts;Insgesamt;2605;829;4413;5328;10160;7632;8175;5122;2719;2697;45;49725;2909;1427;5013;6190;12616;9854;11116;6857;3402;2925;26;62335;2;-;-;-;3;-;1;-;-;-;18;24;5516;2256;9426;11518;22779;17486;19292;11979;6121;5622;89;112084
2015;Personenkraftwagen;außerorts (ohne Autobahnen);Getötete;8;4;75;87;139;85;102;100;67;105;-;772;12;4;30;35;37;37;53;56;43;69;-;376;-;-;-;-;-;-;-;-;-;-;-;-;20;8;105;122;176;122;155;156;110;174;-;1148
2015;Personenkraftwagen;außerorts (ohne Autobahnen);Schwerverletzte;277;195;1246;1028;1575;907;1202;889;591;737;9;8656;272;240;927;795;1208;832;1168;928;557;606;4;7537;-;-;-;-;-;-;-;-;-;-;-;-;549;435;2173;1823;2783;1739;2370;1817;1148;1343;13;16193
2015;Personenkraftwagen;außerorts (ohne Autobahnen);Leichtverletzte;1511;676;3991;3710;6237;4113;4587;2951;1591;1403;31;30801;1645;1003;4063;3728;6320;4482;5390;3202;1662;1248;19;32762;-;-;-;1;-;-;-;-;-;-;9;10;3156;1679;8054;7439;12557;8595;9977;6153;3253;2651;59;63573
2015;Personenkraftwagen;außerorts (ohne Autobahnen);Insgesamt;1796;875;5312;4825;7951;5105;5891;3940;2249;2245;40;40229;1929;1247;5020;4558;7565;5351;6611;4186;2262;1923;23;40675;-;-;-;1;-;-;-;-;-;-;9;10;3725;2122;10332;9384;15516;10456;12502;8126;4511;4168;72;80914
2015;Personenkraftwagen;auf Autobahnen;Getötete;6;-;13;10;27;28;47;18;16;11;-;176;5;5;6;4;13;14;11;7;7;7;-;79;-;-;-;-;-;-;-;-;-;-;-;-;11;5;19;14;40;42;58;25;23;18;-;255
2015;Personenkraftwagen;auf Autobahnen;Schwerverletzte;137;30;159;291;576;439;436;287;165;142;2;2664;132;46;156;224;358;266;262;220;133;118;2;1917;-;-;-;-;-;-;-;-;-;-;-;-;269;76;315;515;934;705;698;507;298;260;4;4581
2015;Personenkraftwagen;auf Autobahnen;Leichtverletzte;554;194;858;1332;2990;2107;2162;1200;494;335;13;12239;662;249;956;1378;2760;1601;1795;974;505;320;9;11209;-;-;-;-;-;-;-;-;-;-;1;1;1216;443;1814;2710;5750;3708;3957;2174;999;655;23;23449
2015;Personenkraftwagen;auf Autobahnen;Insgesamt;697;224;1030;1633;3593;2574;2645;1505;675;488;15;15079;799;300;1118;1606;3131;1881;2068;1201;645;445;11;13205;-;-;-;-;-;-;-;-;-;-;1;1;1496;524;2148;3239;6724;4455;4713;2706;1320;933;27;28285
2015;Personenkraftwagen;Insgesamt;Getötete;16;7;96;110;188;118;165;131;102;158;-;1091;18;13;38;43;54;52;70;71;58;112;-;529;-;-;-;-;-;-;-;-;-;-;-;-;34;20;134;153;242;170;235;202;160;270;-;1620
2015;Personenkraftwagen;Insgesamt;Schwerverletzte;620;334;1855;1799;2921;1881;2217;1689;1087;1389;14;15806;573;398;1430;1435;2268;1645;2106;1700;1034;1182;8;13779;-;-;-;-;-;-;-;-;-;-;1;1;1193;732;3285;3234;5189;3526;4323;3389;2121;2571;23;29586
2015;Personenkraftwagen;Insgesamt;Leichtverletzte;4462;1587;8804;9877;18595;13312;14329;8747;4454;3883;86;88136;5046;2563;9683;10876;20990;15389;17619;10473;5217;3999;52;101907;2;-;-;1;3;-;1;-;-;-;27;34;9510;4150;18487;20754;39588;28701;31949;19220;9671;7882;165;190077
2015;Personenkraftwagen;Insgesamt;Insgesamt;5098;1928;10755;11786;21704;15311;16711;10567;5643;5430;100;105033;5637;2974;11151;12354;23312;17086;19795;12244;6309;5293;60;116215;2;-;-;1;3;-;1;-;-;-;28;35;10737;4902;21906;24141;45019;32397;36507;22811;11952;10723;188;221283
2015;Kraftomnibus;innerorts;Getötete;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;2;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;4
2015;Kraftomnibus;innerorts;Schwerverletzte;20;-;-;-;10;6;14;9;4;17;-;80;16;9;7;5;14;10;21;29;38;99;-;248;-;-;-;-;-;-;-;-;-;-;-;-;36;9;7;5;24;16;35;38;42;116;-;328
2015;Kraftomnibus;innerorts;Leichtverletzte;376;62;30;63;153;178;239;175;95;141;5;1517;479;137;82;115;330;338;465;513;347;481;4;3291;-;-;-;-;1;-;-;-;-;-;7;8;855;199;112;178;484;516;704;688;442;622;16;4816
2015;Kraftomnibus;innerorts;Insgesamt;396;62;30;63;163;184;253;184;99;159;5;1598;495;146;89;120;344;348;486;542;386;582;4;3542;-;-;-;-;1;-;-;-;-;-;7;8;891;208;119;183;508;532;739;726;485;741;16;5148
2015;Kraftomnibus;außerorts (ohne Autobahnen);Getötete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;Kraftomnibus;außerorts (ohne Autobahnen);Schwerverletzte;6;3;-;1;3;4;2;7;1;2;-;29;7;9;4;-;4;3;1;3;-;3;-;34;-;-;-;-;-;-;-;-;-;-;-;-;13;12;4;1;7;7;3;10;1;5;-;63
2015;Kraftomnibus;außerorts (ohne Autobahnen);Leichtverletzte;79;24;12;8;29;28;40;33;8;12;-;273;100;66;21;9;21;20;33;38;20;19;-;347;-;-;-;-;-;-;-;-;-;-;-;-;179;90;33;17;50;48;73;71;28;31;-;620
2015;Kraftomnibus;außerorts (ohne Autobahnen);Insgesamt;85;27;12;9;32;32;42;40;9;14;-;302;107;75;25;9;25;23;34;41;20;22;-;381;-;-;-;-;-;-;-;-;-;-;-;-;192;102;37;18;57;55;76;81;29;36;-;683
2015;Kraftomnibus;auf Autobahnen;Getötete;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
2015;Kraftomnibus;auf Autobahnen;Schwerverletzte;6;-;2;-;4;3;2;1;1;-;-;19;8;-;1;3;-;3;2;2;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;14;-;3;3;4;6;4;3;1;-;-;38
2015;Kraftomnibus;auf Autobahnen;Leichtverletzte;19;4;9;9;15;11;15;12;3;1;-;98;35;1;18;5;9;19;22;18;9;3;-;139;-;-;-;-;-;-;-;-;-;-;-;-;54;5;27;14;24;30;37;30;12;4;-;237
2015;Kraftomnibus;auf Autobahnen;Insgesamt;26;4;11;9;19;14;17;13;4;1;-;118;43;1;19;8;9;22;24;20;9;3;-;158;-;-;-;-;-;-;-;-;-;-;-;-;69;5;30;17;28;36;41;33;13;4;-;276
2015;Kraftomnibus;Insgesamt;Getötete;1;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;1;2;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;3;-;5
2015;Kraftomnibus;Insgesamt;Schwerverletzte;32;3;2;1;17;13;18;17;6;19;-;128;31;18;12;8;18;16;24;34;38;102;-;301;-;-;-;-;-;-;-;-;-;-;-;-;63;21;14;9;35;29;42;51;44;121;-;429
2015;Kraftomnibus;Insgesamt;Leichtverletzte;474;90;51;80;197;217;294;220;106;154;5;1888;614;204;121;129;360;377;520;569;376;503;4;3777;-;-;-;-;1;-;-;-;-;-;7;8;1088;294;172;209;558;594;814;789;482;657;16;5673
2015;Kraftomnibus;Insgesamt;Insgesamt;507;93;53;81;214;230;312;237;112;174;5;2018;645;222;133;137;378;393;544;603;415;607;4;4081;-;-;-;-;1;-;-;-;-;-;7;8;1152;315;186;218;593;623;856;840;527;781;16;6107
2015;Güterkraftfahrzeug;innerorts;Getötete;-;-;-;1;1;2;2;4;1;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;4;1;-;-;11
2015;Güterkraftfahrzeug;innerorts;Schwerverletzte;2;1;9;20;63;47;66;53;13;3;-;277;2;-;2;3;8;8;5;7;2;1;-;38;-;-;-;-;-;-;-;-;-;-;-;-;4;1;11;23;71;55;71;60;15;4;-;315
2015;Güterkraftfahrzeug;innerorts;Leichtverletzte;17;18;90;191;582;539;608;322;55;15;2;2439;13;8;15;34;71;56;63;36;5;3;-;304;-;-;-;-;-;-;-;-;-;-;-;-;30;26;105;225;653;595;671;358;60;18;2;2743
2015;Güterkraftfahrzeug;innerorts;Insgesamt;19;19;99;212;646;588;676;379;69;18;2;2727;15;8;17;37;79;64;68;43;7;4;-;342;-;-;-;-;-;-;-;-;-;-;-;-;34;27;116;249;725;652;744;422;76;22;2;3069
2015;Güterkraftfahrzeug;außerorts (ohne Autobahnen);Getötete;-;-;1;1;9;5;15;13;2;-;-;46;-;-;-;-;-;1;1;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;9;6;16;13;3;-;-;49
2015;Güterkraftfahrzeug;außerorts (ohne Autobahnen);Schwerverletzte;3;5;28;48;146;178;192;110;20;7;-;737;3;4;6;4;11;11;12;15;1;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;6;9;34;52;157;189;204;125;21;7;-;804
2015;Güterkraftfahrzeug;außerorts (ohne Autobahnen);Leichtverletzte;12;12;102;226;551;539;634;367;64;19;1;2527;10;5;20;31;66;42;64;30;12;-;1;281;-;-;-;-;-;-;-;-;-;-;-;-;22;17;122;257;617;581;698;397;76;19;2;2808
2015;Güterkraftfahrzeug;außerorts (ohne Autobahnen);Insgesamt;15;17;131;275;706;722;841;490;86;26;1;3310;13;9;26;35;77;54;77;45;14;-;1;351;-;-;-;-;-;-;-;-;-;-;-;-;28;26;157;310;783;776;918;535;100;26;2;3661
2015;Güterkraftfahrzeug;auf Autobahnen;Getötete;-;-;1;6;10;20;31;15;1;-;-;84;-;-;-;-;-;1;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;10;21;31;16;1;-;-;86
2015;Güterkraftfahrzeug;auf Autobahnen;Schwerverletzte;-;-;13;45;124;183;187;107;17;2;-;678;3;2;2;6;8;5;6;4;1;1;-;38;-;-;-;-;-;-;-;-;-;-;-;-;3;2;15;51;132;188;193;111;18;3;-;716
2015;Güterkraftfahrzeug;auf Autobahnen;Leichtverletzte;9;8;47;145;428;490;491;264;47;7;1;1937;9;2;7;14;23;29;26;12;3;-;-;125;-;-;-;-;-;-;-;-;-;-;-;-;18;10;54;159;451;519;517;276;50;7;1;2062
2015;Güterkraftfahrzeug;auf Autobahnen;Insgesamt;9;8;61;196;562;693;709;386;65;9;1;2699;12;4;9;20;31;35;32;17;4;1;-;165;-;-;-;-;-;-;-;-;-;-;-;-;21;12;70;216;593;728;741;403;69;10;1;2864
2015;Güterkraftfahrzeug;Insgesamt;Getötete;-;-;2;8;20;27;48;32;4;-;-;141;-;-;-;-;-;2;1;1;1;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;8;20;29;49;33;5;-;-;146
2015;Güterkraftfahrzeug;Insgesamt;Schwerverletzte;5;6;50;113;333;408;445;270;50;12;-;1692;8;6;10;13;27;24;23;26;4;2;-;143;-;-;-;-;-;-;-;-;-;-;-;-;13;12;60;126;360;432;468;296;54;14;-;1835
2015;Güterkraftfahrzeug;Insgesamt;Leichtverletzte;38;38;239;562;1561;1568;1733;953;166;41;4;6903;32;15;42;79;160;127;153;78;20;3;1;710;-;-;-;-;-;-;-;-;-;-;-;-;70;53;281;641;1721;1695;1886;1031;186;44;5;7613
2015;Güterkraftfahrzeug;Insgesamt;Insgesamt;43;44;291;683;1914;2003;2226;1255;220;53;4;8736;40;21;52;92;187;153;177;105;25;5;1;858;-;-;-;-;-;-;-;-;-;-;-;-;83;65;343;775;2101;2156;2403;1360;245;58;5;9594
2015;Landwirtschaftliche Zugmaschine;innerorts;Getötete;2;-;1;1;-;3;1;-;2;2;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;3;1;-;2;2;-;12
